director_name,actor_1_name,actor_2_name,actor_3_name,genres,movie_title,comb
Kelly Asbury,Kelly Asbury (director); Alison Peck (screenplay); Kelly Clarkson,Pitbull,Nick Jonas,Animation Music Family Comedy,uglydolls,Kelly Asbury (director); Alison Peck (screenplay); Kelly Clarkson Pitbull Nick Jonas Kelly Asbury Animation Music Family Comedy
Joe Berlinger,Joe Berlinger (director); Michael Werwie (screenplay); Zac Efron,Lily Collins,Kaya Scodelario,Drama Crime,"extremely wicked, shockingly evil and vile",Joe Berlinger (director); Michael Werwie (screenplay); Zac Efron Lily Collins Kaya Scodelario Joe Berlinger Drama Crime
William Bindley,William Bindley (director); Scott Bindley; William Bindley (screenplay); KJ Apa,Maia Mitchell,Jacob Latimore,Romance Comedy,the last summer,William Bindley (director); Scott Bindley; William Bindley (screenplay); KJ Apa Maia Mitchell Jacob Latimore William Bindley Romance Comedy
Rob Letterman,Rob Letterman (director/screenplay); Dan Hernandez,Justice Smith,Kathryn Newton,Action Adventure Fantasy,pokémon detective pikachu,Rob Letterman (director/screenplay); Dan Hernandez Justice Smith Kathryn Newton Rob Letterman Action Adventure Fantasy
Chris Addison,Chris Addison (director); Jac Schaeffer (screenplay); Anne Hathaway,Rebel Wilson,Alex Sharp,Comedy Crime,the hustle,Chris Addison (director); Jac Schaeffer (screenplay); Anne Hathaway Rebel Wilson Alex Sharp Chris Addison Comedy Crime
Dome Karukoski,Dome Karukoski (director); David Gleeson,Lily Collins,Colm Meaney,War Drama Romance,tolkien,Dome Karukoski (director); David Gleeson Lily Collins Colm Meaney Dome Karukoski War Drama Romance
Zara Hayes,Zara Hayes (director/screenplay); Shane Atkinson (screenplay); Diane Keaton,Jacki Weaver,Pam Grier,Comedy Drama,poms,Zara Hayes (director/screenplay); Shane Atkinson (screenplay); Diane Keaton Jacki Weaver Pam Grier Zara Hayes Comedy Drama
"P.B. Shemran (director, screenplay); Todd Komarnicki (screenplay); Mel Gibson, Sean Penn, Natalie Dormer, Eddie Marsan, Jennifer Ehle, David O'Hara, Ioan Gruffudd, Stephen Dillane, Steve Coogan",P.B. Shemran (director,Sean Penn,Natalie Dormer,History Drama Mystery Thriller,the professor and the madman,"P.B. Shemran (director Sean Penn Natalie Dormer P.B. Shemran (director, screenplay); Todd Komarnicki (screenplay); Mel Gibson, Sean Penn, Natalie Dormer, Eddie Marsan, Jennifer Ehle, David O'Hara, Ioan Gruffudd, Stephen Dillane, Steve Coogan History Drama Mystery Thriller"
Chad Stahelski,Chad Stahelski (director); Derek Kolstad (screenplay); Keanu Reeves,Halle Berry,Laurence Fishburne,Action Thriller Crime,john wick: chapter 3 – parabellum,Chad Stahelski (director); Derek Kolstad (screenplay); Keanu Reeves Halle Berry Laurence Fishburne Chad Stahelski Action Thriller Crime
Gail Mancuso,Gail Mancuso (director); W. Bruce Cameron,Josh Gad,Marg Helgenberger,Family Adventure Drama,a dog's journey,Gail Mancuso (director); W. Bruce Cameron Josh Gad Marg Helgenberger Gail Mancuso Family Adventure Drama
Ry Russo-Young,Ry Russo-Young (director); Tracy Oliver (screenplay); Yara Shahidi,Charles Melton,John Leguizamo,Romance Drama,the sun is also a star,Ry Russo-Young (director); Tracy Oliver (screenplay); Yara Shahidi Charles Melton John Leguizamo Ry Russo-Young Romance Drama
Wayne Roberts,Wayne Roberts (director/screenplay); Johnny Depp,Rosemarie DeWitt,Danny Huston,Comedy Drama,the professor,Wayne Roberts (director/screenplay); Johnny Depp Rosemarie DeWitt Danny Huston Wayne Roberts Comedy Drama
Joanna Hogg,Joanna Hogg (director/screenplay); Honor Swinton Byrne,Tom Burke,Tilda Swinton,Romance Drama,the souvenir,Joanna Hogg (director/screenplay); Honor Swinton Byrne Tom Burke Tilda Swinton Joanna Hogg Romance Drama
"Noble Jones (director, screenplay); John Lithgow, Blythe Danner, Derek Cecil, Katie Aselton, Sophie Thatcher, Eve Harlow",Noble Jones (director,screenplay); John Lithgow,Derek Cecil,Drama Romance,the tomorrow man,"Noble Jones (director screenplay); John Lithgow Derek Cecil Noble Jones (director, screenplay); John Lithgow, Blythe Danner, Derek Cecil, Katie Aselton, Sophie Thatcher, Eve Harlow Drama Romance"
Guy Ritchie,Guy Ritchie (director/screenplay); John August (screenplay); Mena Massoud,Will Smith,Naomi Scott,Animation Family Adventure Fantasy Romance,aladdin,Guy Ritchie (director/screenplay); John August (screenplay); Mena Massoud Will Smith Naomi Scott Guy Ritchie Animation Family Adventure Fantasy Romance
David Yarovesky,David Yarovesky (director); Brian Gunn,David Denman,Jackson A. Dunn,Horror Science Fiction,brightburn,David Yarovesky (director); Brian Gunn David Denman Jackson A. Dunn David Yarovesky Horror Science Fiction
Olivia Wilde,Olivia Wilde (director); Emily Halpern,Beanie Feldstein,Jessica Williams,Comedy,booksmart,Olivia Wilde (director); Emily Halpern Beanie Feldstein Jessica Williams Olivia Wilde Comedy
Richard Shepard,Richard Shepard (director/screenplay); Eric Charmelo,Logan Browning,Steven Weber,Horror Thriller Drama,the perfection,Richard Shepard (director/screenplay); Eric Charmelo Logan Browning Steven Weber Richard Shepard Horror Thriller Drama
Nahnatchka Khan,Nahnatchka Khan (director); Ali Wong,Randall Park,Daniel Dae Kim,Romance Comedy,always be my maybe,Nahnatchka Khan (director); Ali Wong Randall Park Daniel Dae Kim Nahnatchka Khan Romance Comedy
Daniel Minahan,Daniel Minahan (director); David Milch (screenplay); Timothy Olyphant,Ian McShane,Molly Parker,Western Drama TV Movie,deadwood: the movie,Daniel Minahan (director); David Milch (screenplay); Timothy Olyphant Ian McShane Molly Parker Daniel Minahan Western Drama TV Movie
Michael Dougherty,Michael Dougherty (director/screenplay); Zach Shields,Vera Farmiga,Millie Bobby Brown,Science Fiction Action,godzilla: king of the monsters,Michael Dougherty (director/screenplay); Zach Shields Vera Farmiga Millie Bobby Brown Michael Dougherty Science Fiction Action
Dexter Fletcher,Dexter Fletcher (director); Lee Hall (screenplay); Taron Egerton,Jamie Bell,Richard Madden,Music Drama,rocketman,Dexter Fletcher (director); Lee Hall (screenplay); Taron Egerton Jamie Bell Richard Madden Dexter Fletcher Music Drama
Tate Taylor,Tate Taylor (director/screenplay); Scotty Landes (screenplay); Octavia Spencer,Juliette Lewis,Diana Silvers,Horror Thriller,ma,Tate Taylor (director/screenplay); Scotty Landes (screenplay); Octavia Spencer Juliette Lewis Diana Silvers Tate Taylor Horror Thriller
Simon Kinberg,Simon Kinberg (director/screenplay); James McAvoy,Michael Fassbender,Jennifer Lawrence,Science Fiction Action Adventure,dark phoenix,Simon Kinberg (director/screenplay); James McAvoy Michael Fassbender Jennifer Lawrence Simon Kinberg Science Fiction Action Adventure
Chris Renaud,Chris Renaud (director); Jonathan del Val (co-director); Brian Lynch (screenplay); Patton Oswalt,Eric Stonestreet,Kevin Hart,Adventure Animation Comedy Family,the secret life of pets 2,Chris Renaud (director); Jonathan del Val (co-director); Brian Lynch (screenplay); Patton Oswalt Eric Stonestreet Kevin Hart Chris Renaud Adventure Animation Comedy Family
Nisha Ganatra,Nisha Ganatra (director); Mindy Kaling (screenplay); Emma Thompson,Mindy Kaling,Max Casella,Comedy Drama,late night,Nisha Ganatra (director); Mindy Kaling (screenplay); Emma Thompson Mindy Kaling Max Casella Nisha Ganatra Comedy Drama
Joe Talbot,Joe Talbot (director/screenplay); Rob Richert (screenplay); Jimmie Fails,Jonathan Majors,Danny Glover,Drama,the last black man in san francisco,Joe Talbot (director/screenplay); Rob Richert (screenplay); Jimmie Fails Jonathan Majors Danny Glover Joe Talbot Drama
Seth Green,Seth Green (director/screenplay); Breckin Meyer,Macaulay Culkin,Brenda Song,Comedy Drama,changeland,Seth Green (director/screenplay); Breckin Meyer Macaulay Culkin Brenda Song Seth Green Comedy Drama
F. Gary Gray,F. Gary Gray (director); Art Marcum and Matt Holloway (screenplay); Chris Hemsworth,Tessa Thompson,Kumail Nanjiani,Comedy Science Fiction Action Adventure,men in black: international,F. Gary Gray (director); Art Marcum and Matt Holloway (screenplay); Chris Hemsworth Tessa Thompson Kumail Nanjiani F. Gary Gray Comedy Science Fiction Action Adventure
Tim Story,Tim Story (director); Kenya Barris,Jessie Usher,Richard Roundtree,Action Adventure Crime Thriller,shaft,Tim Story (director); Kenya Barris Jessie Usher Richard Roundtree Tim Story Action Adventure Crime Thriller
Jim Jarmusch,Jim Jarmusch (director/screenplay); Bill Murray,Adam Driver,Tilda Swinton,Comedy Horror,the dead don't die,Jim Jarmusch (director/screenplay); Bill Murray Adam Driver Tilda Swinton Jim Jarmusch Comedy Horror
Kyle Newacheck,Kyle Newacheck (director); James Vanderbilt (screenplay); Adam Sandler,Jennifer Aniston,Luke Evans,Comedy Mystery,murder mystery,Kyle Newacheck (director); James Vanderbilt (screenplay); Adam Sandler Jennifer Aniston Luke Evans Kyle Newacheck Comedy Mystery
"Jeff Chan, Andrew Rhymer",Jeff Chan,Andrew Rhymer (director/screenplay); Maya Erskine,Beck Bennett,Comedy Romance,plus one,"Jeff Chan Andrew Rhymer (director/screenplay); Maya Erskine Beck Bennett Jeff Chan, Andrew Rhymer Comedy Romance"
Miranda Bailey,Miranda Bailey (director); Glen Lakin (screenplay); Jim Gaffigan,Logan Miller,Samantha Mathis,Comedy,being frank,Miranda Bailey (director); Glen Lakin (screenplay); Jim Gaffigan Logan Miller Samantha Mathis Miranda Bailey Comedy
Josh Cooley,Josh Cooley (director); Stephany Folsom,Tim Allen,Annie Potts,Family Comedy Animation Adventure,toy story 4,Josh Cooley (director); Stephany Folsom Tim Allen Annie Potts Josh Cooley Family Comedy Animation Adventure
Luc Besson,Luc Besson (director); Luc Besson,Helen Mirren,Luke Evans,Action Adventure Thriller,anna,Luc Besson (director); Luc Besson Helen Mirren Luke Evans Luc Besson Action Adventure Thriller
Lars Klevberg,Lars Klevberg (director); Tyler Burton Smith (screenplay); Aubrey Plaza,Gabriel Bateman,Brian Tyree Henry,Horror,child's play,Lars Klevberg (director); Tyler Burton Smith (screenplay); Aubrey Plaza Gabriel Bateman Brian Tyree Henry Lars Klevberg Horror
Gary Dauberman,Gary Dauberman (director/screenplay); Mckenna Grace,Madison Iseman,Katie Sarife,Horror,annabelle comes home,Gary Dauberman (director/screenplay); Mckenna Grace Madison Iseman Katie Sarife Gary Dauberman Horror
Danny Boyle,Danny Boyle (director); Richard Curtis (screenplay); Himesh Patel,Lily James,Ed Sheeran,Comedy Fantasy Music Romance,yesterday,Danny Boyle (director); Richard Curtis (screenplay); Himesh Patel Lily James Ed Sheeran Danny Boyle Comedy Fantasy Music Romance
Claire McCarthy,Claire McCarthy (director); Semi Chellas (screenplay); Daisy Ridley,Naomi Watts,Clive Owen,Drama Romance History,ophelia,Claire McCarthy (director); Semi Chellas (screenplay); Daisy Ridley Naomi Watts Clive Owen Claire McCarthy Drama Romance History
Martin Owen,Martin Owen (director/screenplay); Elizabeth Morris,Rhyon Nicole Brown,Jessica Alba,Action Thriller Crime Mystery,killers anonymous,Martin Owen (director/screenplay); Elizabeth Morris Rhyon Nicole Brown Jessica Alba Martin Owen Action Thriller Crime Mystery
Jon Watts,Jon Watts (director); Chris McKenna,Samuel L. Jackson,Zendaya,Action Adventure Science Fiction,spider-man: far from home,Jon Watts (director); Chris McKenna Samuel L. Jackson Zendaya Jon Watts Action Adventure Science Fiction
John Herzfeld,John Herzfeld (director); John Herzfeld,Curtis Jackson,Dave Bautista,Action Thriller Crime,escape plan: the extractors,John Herzfeld (director); John Herzfeld Curtis Jackson Dave Bautista John Herzfeld Action Thriller Crime
Ari Aster,Ari Aster (director/screenplay); Florence Pugh,Jack Reynor,William Jackson Harper,Horror Drama Mystery,midsommar,Ari Aster (director/screenplay); Florence Pugh Jack Reynor William Jackson Harper Ari Aster Horror Drama Mystery
Michael Dowse,Michael Dowse (director); Tripper Clancy (screenplay); Kumail Nanjiani,Dave Bautista,Iko Uwais,Action Comedy,stuber,Michael Dowse (director); Tripper Clancy (screenplay); Kumail Nanjiani Dave Bautista Iko Uwais Michael Dowse Action Comedy
Alexandre Aja,Alexandre Aja (director); Shawn Rasmussen,Barry Pepper,unknown,Horror Thriller,crawl,Alexandre Aja (director); Shawn Rasmussen Barry Pepper unknown Alexandre Aja Horror Thriller
Joe Lynch,Joe Lynch (director); Adam G. Simon (screenplay); Frank Grillo,Anthony Mackie,Marcia Gay Harden,Action Thriller,point blank,Joe Lynch (director); Adam G. Simon (screenplay); Frank Grillo Anthony Mackie Marcia Gay Harden Joe Lynch Action Thriller
Lulu Wang,Lulu Wang (director/screenplay); Awkwafina,Tzi Ma,Diana Lin,Comedy Drama,the farewell,Lulu Wang (director/screenplay); Awkwafina Tzi Ma Diana Lin Lulu Wang Comedy Drama
Pollyanna Mcintosh,Pollyanna Mcintosh (director/screenplay); Pollyanna McIntosh,Cooper Andrews,Nora-Jane Noone,Horror Thriller Mystery,darlin',Pollyanna Mcintosh (director/screenplay); Pollyanna McIntosh Cooper Andrews Nora-Jane Noone Pollyanna Mcintosh Horror Thriller Mystery
Jon Favreau,Jon Favreau (director); Jeff Nathanson (screenplay); Donald Glover,Seth Rogen,Chiwetel Ejiofor,Animation Family Drama,the lion king,Jon Favreau (director); Jeff Nathanson (screenplay); Donald Glover Seth Rogen Chiwetel Ejiofor Jon Favreau Animation Family Drama
Quentin Tarantino,Quentin Tarantino (director/screenplay); Leonardo DiCaprio,Brad Pitt,Margot Robbie,Comedy Drama Thriller,once upon a time in hollywood,Quentin Tarantino (director/screenplay); Leonardo DiCaprio Brad Pitt Margot Robbie Quentin Tarantino Comedy Drama Thriller
Guy Nattiv,Guy Nattiv (director/screenplay); Jamie Bell,Danielle Macdonald,Daniel Henshall,Drama,skin,Guy Nattiv (director/screenplay); Jamie Bell Danielle Macdonald Daniel Henshall Guy Nattiv Drama
Tony Olmos,Tony Olmos (director/screenplay); Brian Patrick Butler,George Jac,Jennifer Paredes,Action Crime Drama Science Fiction Thriller,south of 8,Tony Olmos (director/screenplay); Brian Patrick Butler George Jac Jennifer Paredes Tony Olmos Action Crime Drama Science Fiction Thriller
Gideon Raff,Gideon Raff (director/screenplay); Chris Evans,Haley Bennett,Michael K. Williams,Drama Thriller History,the red sea diving resort,Gideon Raff (director/screenplay); Chris Evans Haley Bennett Michael K. Williams Gideon Raff Drama Thriller History
David Leitch,David Leitch (director); Chris Morgan,Jason Statham,Idris Elba,Action Adventure Comedy,hobbs & shaw,David Leitch (director); Chris Morgan Jason Statham Idris Elba David Leitch Action Adventure Comedy
Shawn Ku,Shawn Ku (director); John Stuart Newman,Benjamin Bratt,unknown,Action Crime Drama Thriller,a score to settle,Shawn Ku (director); John Stuart Newman Benjamin Bratt unknown Shawn Ku Action Crime Drama Thriller
Yuval Adler,Yuval Adler (director/screenplay); Diane Kruger,Martin Freeman,Cas Anvar,Drama Thriller,the operative,Yuval Adler (director/screenplay); Diane Kruger Martin Freeman Cas Anvar Yuval Adler Drama Thriller
James Bobin,James Bobin (director); Nicholas Stoller,Eugenio Derbez,Michael Peña,Family Comedy Adventure,dora and the lost city of gold,James Bobin (director); Nicholas Stoller Eugenio Derbez Michael Peña James Bobin Family Comedy Adventure
Andrea Berloff,Andrea Berloff (director/screenplay); Melissa McCarthy,Tiffany Haddish,Elisabeth Moss,Science Fiction Thriller Drama Adventure Comedy,the kitchen,Andrea Berloff (director/screenplay); Melissa McCarthy Tiffany Haddish Elisabeth Moss Andrea Berloff Science Fiction Thriller Drama Adventure Comedy
Simon Curtis,Simon Curtis (director); Mark Bomback (screenplay); Milo Ventimiglia,Amanda Seyfried,Kathy Baker,Drama Romance,the art of racing in the rain,Simon Curtis (director); Mark Bomback (screenplay); Milo Ventimiglia Amanda Seyfried Kathy Baker Simon Curtis Drama Romance
André Øvredal,André Øvredal (director); Dan Hageman,Michael Garza,Gabriel Rush,Horror Mystery,scary stories to tell in the dark,André Øvredal (director); Dan Hageman Michael Garza Gabriel Rush André Øvredal Horror Mystery
"Tyler Nilson, Michael Schwartz",Tyler Nilson,Michael Schwartz (director/screenplay); Shia LaBeouf,John Hawkes,Adventure Comedy Drama,the peanut butter falcon,"Tyler Nilson Michael Schwartz (director/screenplay); Shia LaBeouf John Hawkes Tyler Nilson, Michael Schwartz Adventure Comedy Drama"
Bart Freundlich,Bart Freundlich (director/screenplay); Michelle Williams,Julianne Moore,Billy Crudup,Drama,after the wedding,Bart Freundlich (director/screenplay); Michelle Williams Julianne Moore Billy Crudup Bart Freundlich Drama
Casey Affleck,Casey Affleck (director/screenplay); Casey Affleck,Anna Pniowsky,Tom Bower,Science Fiction Drama,light of my life,Casey Affleck (director/screenplay); Casey Affleck Anna Pniowsky Tom Bower Casey Affleck Science Fiction Drama
Thurop Van Orman,Thurop Van Orman (director),Josh Gad,Leslie Jones,Animation Adventure Comedy Family,the angry birds movie 2,Thurop Van Orman (director) Josh Gad Leslie Jones Thurop Van Orman Animation Adventure Comedy Family
Gene Stupnitsky,Gene Stupnitsky (director/screenplay); Lee Eisenberg (screenplay); Jacob Tremblay,Brady Noon,Keith L. Williams,Comedy,good boys,Gene Stupnitsky (director/screenplay); Lee Eisenberg (screenplay); Jacob Tremblay Brady Noon Keith L. Williams Gene Stupnitsky Comedy
Gurinder Chadha,Gurinder Chadha (director/screenplay); Paul Mayeda Berges,Kulvinder Ghir,Meera Ganatra,Drama Comedy,blinded by the light,Gurinder Chadha (director/screenplay); Paul Mayeda Berges Kulvinder Ghir Meera Ganatra Gurinder Chadha Drama Comedy
Richard Linklater,Richard Linklater (director/screenplay); Holly Gent,Billy Crudup,Emma Nelson,Comedy Drama,"where'd you go, bernadette",Richard Linklater (director/screenplay); Holly Gent Billy Crudup Emma Nelson Richard Linklater Comedy Drama
Johannes Roberts,Johannes Roberts (director/screenplay); Ernest Riera (screenplay); John Corbett,Nia Long,Sophie Nelisse,Horror Thriller,47 meters down: uncaged,Johannes Roberts (director/screenplay); Ernest Riera (screenplay); John Corbett Nia Long Sophie Nelisse Johannes Roberts Horror Thriller
William McGregor,William McGregor (director/screenplay); Maxine Peake,Eleanor Worthington Cox,Richard Harrington,Comedy,gwen,William McGregor (director/screenplay); Maxine Peake Eleanor Worthington Cox Richard Harrington William McGregor Comedy
"Matt Bettinelli-Olpin, Tyler Gillett",Matt Bettinelli-Olpin,Adam Brody,Mark O'Brien,Thriller Horror Comedy,ready or not,"Matt Bettinelli-Olpin Adam Brody Mark O'Brien Matt Bettinelli-Olpin, Tyler Gillett Thriller Horror Comedy"
Ric Roman Waugh,Ric Roman Waugh (director); Creighton Rothenberger,Morgan Freeman,Jada Pinkett Smith,Action Thriller,angel has fallen,Ric Roman Waugh (director); Creighton Rothenberger Morgan Freeman Jada Pinkett Smith Ric Roman Waugh Action Thriller
Paul Downs Colaizzo,Paul Downs Colaizzo (director/screenplay); Jillian Bell,Michaela Watkins,Utkarsh Ambudkar,Comedy Drama,brittany runs a marathon,Paul Downs Colaizzo (director/screenplay); Jillian Bell Michaela Watkins Utkarsh Ambudkar Paul Downs Colaizzo Comedy Drama
Alex Kendrick,Alex Kendrick (director/screenplay); Stephen Kendrick (screenplay); Alex Kendrick,Priscilla Shirer,Ben Davies,Drama,overcomer,Alex Kendrick (director/screenplay); Stephen Kendrick (screenplay); Alex Kendrick Priscilla Shirer Ben Davies Alex Kendrick Drama
David M. Rosenthal,David M. Rosenthal (director); Jeff Buhler,Jesse Williams,Nicole Beharie,Drama Mystery Horror,jacob's ladder,David M. Rosenthal (director); Jeff Buhler Jesse Williams Nicole Beharie David M. Rosenthal Drama Mystery Horror
Mike Gan,Mike Gan (director/screenplay); Tilda Cobham-Hervey,Suki Waterhouse,Harry Shum Jr.,Thriller Crime Action,burn,Mike Gan (director/screenplay); Tilda Cobham-Hervey Suki Waterhouse Harry Shum Jr. Mike Gan Thriller Crime Action
Gavin Hood,Gavin Hood (director/screenplay); Gregory Bernstein,Matt Smith,Matthew Goode,Thriller History Drama,official secrets,Gavin Hood (director/screenplay); Gregory Bernstein Matt Smith Matthew Goode Gavin Hood Thriller History Drama
Jacob Aaron Estes,Jacob Aaron Estes (director); Jacob Aaron Estes (screenplay); Jacob Aaron Estes,Drew Daywalt (story); David Oyelowo,Storm Reid,Horror Mystery Science Fiction Thriller,don't let go,Jacob Aaron Estes (director); Jacob Aaron Estes (screenplay); Jacob Aaron Estes Drew Daywalt (story); David Oyelowo Storm Reid Jacob Aaron Estes Horror Mystery Science Fiction Thriller
Micah Gallo,Micah Gallo (director); Jason Alvino,Denise Crosby,Elizabeth Roberts,Horror Thriller,itsy bitsy,Micah Gallo (director); Jason Alvino Denise Crosby Elizabeth Roberts Micah Gallo Horror Thriller
Fred Durst,Fred Durst (director/screenplay),Devon Sawa,Ana Golja,Crime Thriller,the fanatic,Fred Durst (director/screenplay) Devon Sawa Ana Golja Fred Durst Crime Thriller
Matthew Thompson,Matthew Thompson (director/screenplay); Josh Pinkowski,Izzy Pollak,Blake Kevin Dwyer,Family,"debunkers, inc.",Matthew Thompson (director/screenplay); Josh Pinkowski Izzy Pollak Blake Kevin Dwyer Matthew Thompson Family
Andy Muschietti,Andy Muschietti (director); Gary Dauberman (screenplay); Bill Skarsgård,James McAvoy,Jessica Chastain,Horror Thriller Drama,it chapter two,Andy Muschietti (director); Gary Dauberman (screenplay); Bill Skarsgård James McAvoy Jessica Chastain Andy Muschietti Horror Thriller Drama
Chelsea Stardust,Chelsea Stardust (director); Grady Hendrix (screenplay); Hayley Griffith,Ruby Modine,Arden Myrin,Horror,satanic panic,Chelsea Stardust (director); Grady Hendrix (screenplay); Hayley Griffith Ruby Modine Arden Myrin Chelsea Stardust Horror
Rowan Athale,Rowan Athale (director); Eric Garcia (screenplay); Amy Ryan,Nick Robinson,Margaret Qualley,Thriller,strange but true,Rowan Athale (director); Eric Garcia (screenplay); Amy Ryan Nick Robinson Margaret Qualley Rowan Athale Thriller
Ali LeRoi,Ali LeRoi (director); Stanley Kalu (screenplay); Steven Silver,Nicola Peltz,unknown,Drama Thriller,the obituary of tunde johnson,Ali LeRoi (director); Stanley Kalu (screenplay); Steven Silver Nicola Peltz unknown Ali LeRoi Drama Thriller
John Crowley,John Crowley (director); Peter Straughan (screenplay); Ansel Elgort,Oakes Fegley,Aneurin Barnard,Drama,the goldfinch,John Crowley (director); Peter Straughan (screenplay); Ansel Elgort Oakes Fegley Aneurin Barnard John Crowley Drama
Lorene Scafaria,Lorene Scafaria (director/screenplay); Constance Wu,Jennifer Lopez,Julia Stiles,Drama Comedy Crime,hustlers,Lorene Scafaria (director/screenplay); Constance Wu Jennifer Lopez Julia Stiles Lorene Scafaria Drama Comedy Crime
Michael Tyburski,Michael Tyburski (director/screenplay); Ben Nabors (screenplay); Rashida Jones,Peter Sarsgaard,Tony Revolori,Drama,the sound of silence,Michael Tyburski (director/screenplay); Ben Nabors (screenplay); Rashida Jones Peter Sarsgaard Tony Revolori Michael Tyburski Drama
Alejandro Landes,Alejandro Landes (director); Alejandro Landes,Moisés Arias,unknown,Drama Thriller Crime War,monos,Alejandro Landes (director); Alejandro Landes Moisés Arias unknown Alejandro Landes Drama Thriller Crime War
Nzingha Stewart,Nzingha Stewart (director); Sam Wolfson (screenplay); Ava Michelle,Griffin Gluck,Luke Eisner,Comedy Drama Romance,tall girl,Nzingha Stewart (director); Sam Wolfson (screenplay); Ava Michelle Griffin Gluck Luke Eisner Nzingha Stewart Comedy Drama Romance
James Gray,James Gray (director/screenplay); Ethan Gross (screenplay); Brad Pitt,Tommy Lee Jones,Ruth Negga,Science Fiction Drama,ad astra,James Gray (director/screenplay); Ethan Gross (screenplay); Brad Pitt Tommy Lee Jones Ruth Negga James Gray Science Fiction Drama
Michael Engler,Michael Engler (director); Julian Fellowes (screenplay); Hugh Bonneville,Jim Carter,Michelle Dockery,Drama Romance History,downton abbey,Michael Engler (director); Julian Fellowes (screenplay); Hugh Bonneville Jim Carter Michelle Dockery Michael Engler Drama Romance History
Adrian Grunberg,Adrian Grunberg (director); Sylvester Stallone,Adriana Barraza,Paz Vega,Action Thriller Drama,rambo: last blood,Adrian Grunberg (director); Sylvester Stallone Adriana Barraza Paz Vega Adrian Grunberg Action Thriller Drama
Henry Jacobson,Henry Jacobson (director); Avra Fox-Lerne,Mariela Garriga,Dale Dickey,Horror Thriller,bloodline,Henry Jacobson (director); Avra Fox-Lerne Mariela Garriga Dale Dickey Henry Jacobson Horror Thriller
Jason Cabell,Jason Cabell (director/screenplay); Nicolas Cage,Laurence Fishburne,unknown,Crime Drama Thriller,running with the devil,Jason Cabell (director/screenplay); Nicolas Cage Laurence Fishburne unknown Jason Cabell Crime Drama Thriller
Brad Anderson,Brad Anderson (director); Alan B. McElroy (screenplay); Sam Worthington,Lily Rabe,Stephen Tobolowsky,Thriller Drama,fractured,Brad Anderson (director); Alan B. McElroy (screenplay); Sam Worthington Lily Rabe Stephen Tobolowsky Brad Anderson Thriller Drama
Jill Culton,Jill Culton (director/screenplay); Todd Wilderman (co-director); Chloe Bennet,Albert Tsai,Tenzing Norgay Trainor,Family Animation Adventure Comedy Fantasy,abominable,Jill Culton (director/screenplay); Todd Wilderman (co-director); Chloe Bennet Albert Tsai Tenzing Norgay Trainor Jill Culton Family Animation Adventure Comedy Fantasy
Steven Soderbergh,Steven Soderbergh (director); Scott Z. Burns (screenplay); Meryl Streep,Gary Oldman,Antonio Banderas,Crime Drama Comedy,the laundromat,Steven Soderbergh (director); Scott Z. Burns (screenplay); Meryl Streep Gary Oldman Antonio Banderas Steven Soderbergh Crime Drama Comedy
Rupert Goold,Rupert Goold (director); Tom Edge (screenplay); Renée Zellweger,Jessie Buckley,Finn Wittrock,Drama History Music,judy,Rupert Goold (director); Tom Edge (screenplay); Renée Zellweger Jessie Buckley Finn Wittrock Rupert Goold Drama History Music
Franck Khalfoun,Franck Khalfoun (director); David Coggeshall,Kristine Froseth,unknown,Thriller Action Science Fiction,prey,Franck Khalfoun (director); David Coggeshall Kristine Froseth unknown Franck Khalfoun Thriller Action Science Fiction
Brian A. Miller,Brian A. Miller (director); Kelvin Mao,Michael Chiklis,unknown,Crime Action Thriller Mystery,10 minutes gone,Brian A. Miller (director); Kelvin Mao Michael Chiklis unknown Brian A. Miller Crime Action Thriller Mystery
Todd Phillips,Todd Phillips (director/screenplay); Scott Silver (screenplay); Joaquin Phoenix,Robert De Niro,Zazie Beetz,Crime Thriller Drama,joker,Todd Phillips (director/screenplay); Scott Silver (screenplay); Joaquin Phoenix Robert De Niro Zazie Beetz Todd Phillips Crime Thriller Drama
Noah Hawley,Noah Hawley (director/screenplay); Brian C. Brown,Jon Hamm,Zazie Beetz,Drama Thriller Romance,lucy in the sky,Noah Hawley (director/screenplay); Brian C. Brown Jon Hamm Zazie Beetz Noah Hawley Drama Thriller Romance
Craig Brewer,Craig Brewer (director); Scott Alexander and Larry Karaszewski (screenplay); Eddie Murphy,Keegan-Michael Key,Mike Epps,Drama Comedy History,dolemite is my name,Craig Brewer (director); Scott Alexander and Larry Karaszewski (screenplay); Eddie Murphy Keegan-Michael Key Mike Epps Craig Brewer Drama Comedy History
Vincenzo Natali,Vincenzo Natali (director/screenplay); Patrick Wilson,Harrison Gilbertson,Rachel Wilson,Horror,in the tall grass,Vincenzo Natali (director/screenplay); Patrick Wilson Harrison Gilbertson Rachel Wilson Vincenzo Natali Horror
Kevin McMullin,Kevin McMullin (director/screenplay); Keean Johnson,Jaeden Martell,Alex Neustaedter,War,low tide,Kevin McMullin (director/screenplay); Keean Johnson Jaeden Martell Alex Neustaedter Kevin McMullin War
